Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments
47,Female,Secndary,4,No,45123,No,Widowd,No,14,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
38,Male,Secndary,10,No,30616,Yes,Marrid,Yes,4,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,good luck with reserch
59,Female,Secndary,1,Yes,35496,No,Single,No,5,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,this survery was long
19,Male,Tertary,3,No,31213,No,Divorced,Yes,55,i lik the quite and neghbours,no money to save fo future,got discount witout askin,my kidss and faimly,thank u for lettin me say
46,Other,Primry,2,No,69089,No,Marrid,Yes,51,green trees n cleen airr,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
25,Other,Primry,10,Yes,26830,Yes,Single,No,19,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,my kidss and faimly,this survery was long
21,Male,Tertary,5,No,52717,No,Widowd,Yes,2,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch
21,Female,Primry,10,No,82771,Yes,Widowd,No,24,i dnt lik dogs barking but shops close by,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,no commnts
20,Female,Secndary,9,No,48020,No,Single,No,34,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say
18,Other,Primry,4,No,45801,No,Single,No,53,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,this survery was long
65,Other,Tertary,4,No,63212,No,Single,Yes,30,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
49,Female,Secndary,7,Yes,96990,No,Divorced,No,56,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
60,Other,Secndary,5,Yes,59259,No,Single,No,41,green trees n cleen airr,no money to save fo future,got discount witout askin,my kidss and faimly,good luck with reserch
61,Male,Primry,7,Yes,81961,Yes,Widowd,Yes,48,green trees n cleen airr,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",thank u for lettin me say
21,Female,Primry,8,Yes,95072,Yes,Single,No,54,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
69,Male,Primry,4,Yes,73378,Yes,Widowd,Yes,73,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say
58,Other,Tertary,8,No,98818,No,Marrid,No,50,i dnt lik dogs barking but shops close by,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
43,Other,Secndary,1,Yes,90505,Yes,Divorced,No,49,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say
30,Other,Tertary,5,No,76557,Yes,Single,No,23,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say
26,Other,Tertary,2,Yes,84919,No,Marrid,Yes,47,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,my kidss and faimly,this survery was long
22,Male,Tertary,9,No,93764,No,Widowd,No,33,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say
64,Male,Tertary,4,Yes,55490,Yes,Single,No,4,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",thank u for lettin me say
24,Male,Secndary,10,Yes,54750,No,Widowd,No,23,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say
64,Male,Primry,4,Yes,54928,No,Single,No,51,its saf and pecefull,no money to save fo future,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
66,Other,Primry,9,No,95281,No,Single,No,2,green trees n cleen airr,war n unestability,got discount witout askin,"money, and boss apriciashun",this survery was long
50,Other,Primry,8,No,63443,Yes,Widowd,Yes,21,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch
46,Female,Primry,5,Yes,43905,No,Widowd,No,70,its saf and pecefull,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",this survery was long
28,Female,Primry,8,Yes,41139,Yes,Single,No,33,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
34,Female,Tertary,3,No,18981,No,Widowd,No,30,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
67,Male,Secndary,2,Yes,39060,Yes,Divorced,Yes,21,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
18,Other,Tertary,9,No,96601,Yes,Single,Yes,78,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch
37,Female,Secndary,8,No,97937,Yes,Single,Yes,32,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,just need to suceed,this survery was long
19,Other,Primry,6,No,21338,No,Single,No,53,noice is low and evryone frendly,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say
26,Male,Tertary,6,No,76209,No,Single,Yes,40,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,my kidss and faimly,thank u for lettin me say
60,Other,Secndary,4,No,48721,Yes,Single,Yes,37,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
45,Male,Tertary,8,No,22521,Yes,Widowd,No,15,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,this survery was long
52,Other,Primry,8,No,33506,Yes,Divorced,No,75,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,no commnts
64,Other,Tertary,5,No,93297,No,Divorced,No,35,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,this survery was long
56,Other,Secndary,8,Yes,16887,No,Widowd,Yes,1,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch
26,Other,Secndary,1,Yes,45125,No,Widowd,Yes,19,noice is low and evryone frendly,war n unestability,great expiriense at restaurent,i lov my job and coworkers,this survery was long
18,Male,Tertary,8,No,15641,Yes,Single,No,7,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
43,Female,Tertary,9,No,37083,No,Marrid,No,72,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,just need to suceed,no commnts
52,Male,Tertary,4,Yes,88088,No,Widowd,No,1,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long
23,Male,Tertary,3,Yes,60495,No,Single,Yes,62,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,just need to suceed,no commnts
55,Other,Primry,5,Yes,39684,No,Marrid,Yes,26,its saf and pecefull,no money to save fo future,great expiriense at restaurent,just need to suceed,thank u for lettin me say
54,Other,Tertary,3,No,98906,Yes,Single,Yes,36,i dnt lik dogs barking but shops close by,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch
55,Other,Tertary,4,Yes,97546,No,Marrid,Yes,69,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,my kidss and faimly,this survery was long
68,Other,Tertary,8,Yes,52090,No,Widowd,Yes,11,its saf and pecefull,no money to save fo future,i calld support they sloved fast,my kidss and faimly,this survery was long
41,Male,Tertary,3,No,26402,No,Divorced,No,15,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
61,Female,Primry,9,Yes,79377,No,Marrid,No,67,green trees n cleen airr,healthcare getin worse,got discount witout askin,my kidss and faimly,good luck with reserch
65,Female,Primry,8,Yes,22495,Yes,Single,Yes,65,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",this survery was long
25,Female,Primry,4,No,43017,No,Marrid,Yes,69,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",pls fix typos in u r questions
59,Male,Secndary,1,Yes,89763,No,Divorced,Yes,57,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions
35,Female,Secndary,7,No,31103,No,Single,Yes,57,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
26,Other,Secndary,4,Yes,65841,No,Marrid,Yes,11,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,no commnts
24,Other,Secndary,1,Yes,22504,Yes,Marrid,No,10,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
36,Female,Tertary,9,Yes,42586,Yes,Marrid,Yes,25,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",this survery was long
28,Female,Secndary,3,Yes,87334,No,Divorced,Yes,77,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions
68,Female,Primry,10,No,93030,No,Single,No,30,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts
20,Male,Primry,6,Yes,21898,Yes,Widowd,No,2,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say
31,Other,Tertary,3,No,67966,Yes,Divorced,No,21,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",no commnts
50,Other,Primry,2,Yes,28126,Yes,Widowd,Yes,58,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,just need to suceed,pls fix typos in u r questions
69,Male,Tertary,10,Yes,46440,Yes,Divorced,No,26,noice is low and evryone frendly,war n unestability,got discount witout askin,just need to suceed,thank u for lettin me say
67,Other,Tertary,9,Yes,98788,No,Widowd,No,57,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",no commnts
65,Other,Primry,3,No,54248,Yes,Marrid,Yes,35,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
23,Female,Secndary,3,Yes,31652,Yes,Single,No,29,green trees n cleen airr,climate chang and job loss,got discount witout askin,my kidss and faimly,this survery was long
51,Female,Tertary,2,Yes,14724,Yes,Widowd,No,14,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,just need to suceed,thank u for lettin me say
41,Male,Primry,9,Yes,69957,Yes,Marrid,No,6,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
18,Other,Tertary,3,Yes,88194,Yes,Single,Yes,60,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long
50,Female,Secndary,7,No,66392,Yes,Divorced,No,39,noice is low and evryone frendly,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,this survery was long
30,Female,Primry,2,Yes,47367,No,Marrid,Yes,36,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,just need to suceed,thank u for lettin me say
67,Other,Tertary,3,No,44889,Yes,Marrid,No,0,green trees n cleen airr,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
59,Male,Secndary,7,No,26714,No,Marrid,Yes,79,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long
57,Male,Tertary,10,No,87552,Yes,Single,Yes,79,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
21,Male,Secndary,10,No,47299,No,Marrid,No,0,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions
47,Male,Primry,9,Yes,14711,Yes,Widowd,No,1,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,just need to suceed,no commnts
18,Male,Tertary,1,No,63064,Yes,Single,Yes,1,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long
56,Other,Secndary,3,Yes,90950,No,Single,No,13,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
30,Female,Primry,8,Yes,91015,Yes,Divorced,Yes,67,green trees n cleen airr,war n unestability,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
25,Female,Tertary,1,Yes,37769,No,Widowd,Yes,56,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
25,Male,Primry,3,No,54627,Yes,Widowd,Yes,65,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions
64,Female,Tertary,3,Yes,30584,Yes,Marrid,No,11,i dnt lik dogs barking but shops close by,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say
64,Male,Secndary,10,Yes,14529,No,Widowd,Yes,54,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
30,Male,Tertary,8,No,48901,Yes,Widowd,No,56,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",no commnts
27,Male,Secndary,6,Yes,28006,Yes,Divorced,No,75,green trees n cleen airr,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long
29,Male,Secndary,1,Yes,15296,Yes,Widowd,Yes,54,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
68,Female,Tertary,2,No,34694,Yes,Widowd,No,54,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
63,Female,Secndary,10,No,39481,Yes,Divorced,No,30,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",this survery was long
59,Male,Primry,7,Yes,23266,No,Single,No,47,i lik the quite and neghbours,war n unestability,got discount witout askin,just need to suceed,pls fix typos in u r questions
42,Female,Primry,8,Yes,28862,Yes,Single,No,67,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",no commnts
28,Other,Primry,6,Yes,13613,No,Marrid,No,52,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions
54,Male,Tertary,2,Yes,83905,No,Widowd,No,47,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch
54,Male,Secndary,9,No,54925,Yes,Single,Yes,6,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
42,Other,Secndary,9,No,82784,Yes,Divorced,Yes,13,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
62,Female,Tertary,2,Yes,11310,No,Divorced,No,30,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",thank u for lettin me say
28,Other,Tertary,9,Yes,70210,No,Widowd,Yes,19,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say
26,Other,Secndary,9,Yes,94637,Yes,Single,Yes,48,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
37,Female,Tertary,1,Yes,51973,Yes,Single,Yes,33,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say
35,Female,Tertary,2,No,93275,No,Marrid,No,79,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
46,Female,Secndary,4,Yes,49219,No,Divorced,Yes,37,i dnt lik dogs barking but shops close by,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions
41,Female,Primry,7,No,54323,Yes,Single,Yes,16,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,just need to suceed,this survery was long
55,Female,Tertary,5,Yes,34871,No,Divorced,No,75,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,no commnts
46,Other,Secndary,7,No,43458,No,Marrid,Yes,76,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say
31,Other,Secndary,7,No,77124,No,Divorced,Yes,44,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch
46,Other,Secndary,9,No,94001,No,Single,Yes,25,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",no commnts
31,Male,Secndary,8,No,29712,Yes,Divorced,Yes,18,green trees n cleen airr,climate chang and job loss,got discount witout askin,i lov my job and coworkers,thank u for lettin me say
42,Female,Secndary,2,Yes,42838,No,Single,Yes,57,noice is low and evryone frendly,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
34,Female,Primry,4,Yes,55083,No,Marrid,Yes,73,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,no commnts
36,Male,Secndary,7,No,93881,Yes,Divorced,Yes,76,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions
41,Other,Primry,4,Yes,92142,Yes,Divorced,Yes,25,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say
46,Other,Secndary,5,No,81038,No,Single,No,3,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch
36,Female,Primry,7,No,77893,No,Divorced,Yes,13,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,just need to suceed,no commnts
33,Female,Primry,8,Yes,76010,Yes,Widowd,No,21,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
47,Male,Tertary,4,Yes,73931,No,Divorced,Yes,39,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
68,Other,Primry,9,Yes,43394,Yes,Widowd,No,15,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions
59,Female,Tertary,8,No,33913,No,Divorced,No,55,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch
69,Male,Primry,10,Yes,81163,No,Divorced,No,3,green trees n cleen airr,war n unestability,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch
54,Female,Primry,1,Yes,26986,Yes,Divorced,No,53,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
61,Male,Tertary,3,Yes,11992,No,Divorced,No,49,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
58,Male,Primry,10,Yes,93620,No,Divorced,No,19,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say
48,Other,Primry,8,No,82366,No,Marrid,Yes,67,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
23,Male,Primry,5,Yes,72190,No,Widowd,No,43,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts
39,Female,Secndary,8,Yes,36948,No,Divorced,No,18,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",no commnts
24,Other,Tertary,3,Yes,44425,Yes,Marrid,Yes,59,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions
34,Other,Primry,10,No,44558,Yes,Marrid,No,75,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions
18,Male,Tertary,7,Yes,28308,No,Single,No,71,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,just need to suceed,good luck with reserch
44,Male,Tertary,2,Yes,50237,Yes,Divorced,Yes,43,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,just need to suceed,this survery was long
38,Female,Tertary,6,Yes,29309,No,Divorced,Yes,59,green trees n cleen airr,war n unestability,got discount witout askin,just need to suceed,pls fix typos in u r questions
43,Male,Primry,8,Yes,35267,No,Marrid,Yes,37,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,my kidss and faimly,good luck with reserch
39,Female,Secndary,1,Yes,64125,Yes,Divorced,Yes,67,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",no commnts
23,Other,Secndary,4,No,43909,No,Divorced,No,12,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,just need to suceed,no commnts
22,Other,Secndary,10,No,61567,No,Marrid,Yes,14,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts
53,Other,Secndary,1,Yes,96665,No,Divorced,Yes,8,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch
65,Female,Primry,9,Yes,78272,No,Divorced,No,28,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,just need to suceed,thank u for lettin me say
54,Other,Secndary,9,Yes,54395,Yes,Single,No,34,its saf and pecefull,war n unestability,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
51,Other,Primry,8,Yes,69492,Yes,Divorced,No,33,its saf and pecefull,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,this survery was long
19,Female,Tertary,7,Yes,87668,Yes,Widowd,Yes,57,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",no commnts
55,Other,Primry,5,Yes,90003,No,Marrid,No,31,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
22,Other,Tertary,1,No,15449,No,Divorced,Yes,52,noice is low and evryone frendly,climate chang and job loss,great expiriense at restaurent,just need to suceed,this survery was long
50,Male,Tertary,2,Yes,84434,Yes,Single,No,27,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch
48,Female,Tertary,10,Yes,19895,No,Divorced,No,7,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
40,Other,Secndary,5,No,61860,No,Marrid,No,71,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,just need to suceed,thank u for lettin me say
32,Female,Tertary,4,Yes,93835,Yes,Widowd,Yes,31,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts
62,Other,Primry,1,No,50136,Yes,Divorced,Yes,0,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,i lov my job and coworkers,this survery was long
63,Male,Primry,9,No,44765,Yes,Single,No,57,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions
52,Female,Secndary,8,Yes,48635,Yes,Marrid,No,45,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",thank u for lettin me say
37,Other,Primry,5,Yes,87600,Yes,Marrid,Yes,12,its saf and pecefull,healthcare getin worse,got discount witout askin,my kidss and faimly,this survery was long
60,Other,Tertary,9,Yes,72968,Yes,Widowd,Yes,4,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,no commnts
61,Female,Secndary,5,Yes,99442,Yes,Marrid,No,46,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",thank u for lettin me say
59,Female,Secndary,6,No,96102,No,Marrid,No,34,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say
55,Male,Primry,4,Yes,10885,No,Widowd,No,42,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",this survery was long
19,Male,Primry,4,No,69896,No,Widowd,No,61,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"money, and boss apriciashun",no commnts
27,Female,Secndary,9,No,12169,No,Single,Yes,66,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
54,Other,Secndary,8,No,36378,No,Divorced,No,38,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
33,Other,Primry,6,No,70336,No,Divorced,Yes,66,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch
32,Male,Tertary,8,No,67255,No,Marrid,Yes,68,its saf and pecefull,war n unestability,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
59,Other,Secndary,2,No,65475,Yes,Marrid,Yes,43,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
52,Male,Tertary,7,No,88533,No,Widowd,No,11,its saf and pecefull,climate chang and job loss,got discount witout askin,i lov my job and coworkers,good luck with reserch
63,Male,Tertary,2,Yes,43126,Yes,Single,Yes,48,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say
37,Male,Tertary,5,Yes,56974,Yes,Widowd,No,70,its saf and pecefull,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions
48,Male,Primry,2,Yes,54600,Yes,Single,No,42,its saf and pecefull,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions
33,Female,Secndary,10,Yes,41260,No,Marrid,No,23,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",pls fix typos in u r questions
42,Male,Tertary,7,Yes,92264,Yes,Marrid,Yes,53,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions
37,Female,Primry,10,Yes,61242,No,Divorced,Yes,4,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,this survery was long
50,Male,Tertary,4,Yes,45461,No,Divorced,No,36,its saf and pecefull,no money to save fo future,got discount witout askin,just need to suceed,pls fix typos in u r questions
34,Other,Tertary,4,Yes,45102,Yes,Single,No,48,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
56,Male,Tertary,10,No,79082,No,Widowd,Yes,29,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",no commnts
45,Female,Tertary,7,No,79835,Yes,Divorced,No,55,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
59,Other,Secndary,3,Yes,28663,No,Single,Yes,17,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,no commnts
