Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments,Neighborhood_Sentiment,FutureConcern_Sentiment
57,Female,Tertiary,3,No,62160,Yes,Divorced,No,4,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch,0.0,0.0
29,Male,Primary,7,No,19029,Yes,Married,No,74,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
21,Other,Secondary,5,No,14170,No,Married,Yes,77,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,0.0
65,Female,Tertiary,9,Yes,96655,Yes,Single,Yes,78,noice is low and evryone frendly,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,0.0
33,Male,Tertiary,5,No,91875,Yes,Widowed,Yes,30,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,good luck with reserch,0.0,0.0
31,Male,Secondary,2,No,90512,Yes,Widowed,No,5,i lik the quite and neghbours,war n unestability,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
24,Male,Secondary,10,No,54368,Yes,Single,Yes,68,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,no commnts,0.0,0.0
44,Male,Primary,8,Yes,48240,No,Single,No,67,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,0.0
30,Male,Secondary,5,Yes,31505,Yes,Single,Yes,34,green trees n cleen airr,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts,-0.2,0.0
45,Male,Primary,7,No,61117,Yes,Single,No,46,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,just need to suceed,pls fix typos in u r questions,0.0,0.0
54,Female,Tertiary,7,Yes,47877,Yes,Divorced,No,33,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,i lov my job and coworkers,pls fix typos in u r questions,0.0,-0.4
18,Male,Primary,4,Yes,31680,No,Divorced,No,29,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
54,Other,Tertiary,2,No,23606,Yes,Divorced,Yes,28,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
37,Other,Tertiary,5,Yes,95039,Yes,Single,Yes,14,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
27,Other,Secondary,3,Yes,59962,No,Divorced,No,36,i lik the quite and neghbours,war n unestability,got discount witout askin,"money, and boss apriciashun",good luck with reserch,0.0,0.0
48,Other,Secondary,7,Yes,61134,Yes,Married,Yes,43,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,just need to suceed,no commnts,0.0,-0.4
58,Other,Secondary,4,No,23694,Yes,Married,No,48,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,0.0,-0.4
64,Male,Tertiary,7,Yes,95648,No,Divorced,Yes,35,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,my kidss and faimly,this survery was long,0.0,-0.4
30,Female,Tertiary,10,Yes,57046,No,Widowed,No,71,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
46,Female,Primary,9,No,67287,Yes,Divorced,No,2,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,this survery was long,0.0,0.0
37,Male,Tertiary,2,No,91816,Yes,Married,No,50,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long,0.0,-0.4
44,Other,Primary,2,Yes,63472,Yes,Married,No,73,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,just need to suceed,this survery was long,0.0,0.0
47,Female,Tertiary,9,No,60986,No,Widowed,No,57,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,good luck with reserch,-0.2,0.0
65,Female,Tertiary,10,No,14091,No,Widowed,No,7,green trees n cleen airr,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",this survery was long,-0.2,-0.4
48,Male,Primary,1,Yes,96993,Yes,Widowed,Yes,13,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,0.0,0.0
56,Female,Secondary,2,Yes,49053,No,Married,No,20,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,no commnts,0.0,0.0
36,Male,Secondary,6,Yes,12161,Yes,Single,Yes,25,noice is low and evryone frendly,war n unestability,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
40,Male,Secondary,5,No,48198,Yes,Divorced,No,6,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
38,Male,Primary,3,Yes,98815,Yes,Married,No,27,green trees n cleen airr,no money to save fo future,got discount witout askin,just need to suceed,thank u for lettin me say,-0.2,0.0
33,Male,Primary,5,No,95266,No,Single,Yes,76,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,no commnts,0.0,-0.4
58,Other,Tertiary,1,No,35988,No,Married,No,35,its saf and pecefull,no money to save fo future,great expiriense at restaurent,my kidss and faimly,this survery was long,0.0,0.0
65,Other,Secondary,8,Yes,12996,Yes,Widowed,No,79,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch,-0.2,0.0
30,Other,Primary,5,Yes,21771,Yes,Single,Yes,59,green trees n cleen airr,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
56,Male,Secondary,1,No,48081,No,Married,Yes,35,its saf and pecefull,no money to save fo future,great expiriense at restaurent,just need to suceed,good luck with reserch,0.0,0.0
18,Female,Secondary,7,Yes,78026,No,Divorced,No,25,its saf and pecefull,war n unestability,got discount witout askin,my kidss and faimly,thank u for lettin me say,0.0,0.0
29,Male,Tertiary,7,Yes,65863,No,Widowed,No,75,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts,-0.2,0.0
21,Male,Secondary,4,No,14159,No,Divorced,Yes,39,green trees n cleen airr,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
42,Male,Primary,8,Yes,69474,Yes,Married,No,68,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
53,Male,Tertiary,5,Yes,58609,Yes,Divorced,No,73,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say,0.0,0.0
46,Female,Tertiary,4,Yes,18125,Yes,Single,No,17,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,0.0
24,Male,Primary,8,Yes,14023,No,Married,No,71,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,this survery was long,0.0,0.0
67,Male,Tertiary,9,Yes,48741,No,Married,Yes,17,its saf and pecefull,no money to save fo future,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long,0.0,0.0
69,Female,Primary,9,Yes,70302,Yes,Single,No,75,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",this survery was long,0.0,0.0
26,Other,Secondary,4,No,21155,No,Married,Yes,24,noice is low and evryone frendly,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
58,Other,Primary,5,Yes,79573,No,Single,Yes,46,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,just need to suceed,good luck with reserch,0.0,0.0
20,Female,Primary,8,No,26876,No,Married,Yes,31,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
18,Female,Primary,5,Yes,76677,No,Married,No,15,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
34,Female,Tertiary,9,Yes,90993,No,Single,No,21,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,this survery was long,0.0,0.0
35,Female,Secondary,1,No,38296,Yes,Divorced,Yes,79,green trees n cleen airr,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts,-0.2,0.0
58,Female,Tertiary,8,No,53101,Yes,Divorced,Yes,60,its saf and pecefull,war n unestability,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
67,Female,Primary,9,No,92739,No,Single,Yes,53,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,no commnts,0.0,0.0
33,Female,Primary,9,No,77045,No,Married,Yes,16,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,this survery was long,0.0,0.0
59,Other,Secondary,6,No,83438,No,Widowed,Yes,39,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,no commnts,0.0,0.0
19,Female,Primary,7,No,20772,Yes,Single,Yes,74,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,0.0
22,Other,Primary,7,Yes,93584,No,Widowed,Yes,46,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch,-0.2,-0.4
68,Male,Primary,2,Yes,45997,Yes,Divorced,No,35,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,thank u for lettin me say,0.0,0.0
54,Other,Tertiary,5,Yes,55150,Yes,Single,No,7,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch,0.0,-0.4
59,Other,Secondary,4,No,70628,Yes,Single,Yes,6,green trees n cleen airr,war n unestability,i calld support they sloved fast,just need to suceed,good luck with reserch,-0.2,0.0
42,Other,Secondary,8,Yes,39322,Yes,Single,No,52,i dnt lik dogs barking but shops close by,healthcare getin worse,got discount witout askin,i lov my job and coworkers,no commnts,0.0,-0.4
69,Other,Primary,8,Yes,77536,No,Married,No,47,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch,0.0,0.0
35,Other,Secondary,8,Yes,43107,Yes,Divorced,Yes,54,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts,0.0,0.0
50,Female,Primary,9,No,94510,Yes,Divorced,Yes,74,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",no commnts,0.0,0.0
67,Other,Secondary,7,No,60853,No,Married,No,43,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",no commnts,0.0,0.0
20,Other,Secondary,6,Yes,18257,Yes,Divorced,Yes,23,green trees n cleen airr,climate chang and job loss,got discount witout askin,just need to suceed,pls fix typos in u r questions,-0.2,0.0
31,Male,Primary,2,Yes,48962,No,Widowed,No,35,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",no commnts,0.0,0.0
55,Female,Tertiary,7,Yes,80026,No,Divorced,No,37,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,this survery was long,0.0,-0.4
58,Male,Secondary,10,No,79818,No,Divorced,Yes,62,green trees n cleen airr,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch,-0.2,0.0
63,Female,Tertiary,2,No,47835,Yes,Divorced,No,64,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
23,Male,Primary,8,No,63478,Yes,Single,Yes,23,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
51,Male,Primary,3,Yes,51262,No,Married,No,14,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch,-0.2,0.0
69,Female,Primary,10,No,38347,Yes,Married,Yes,11,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
32,Other,Tertiary,4,No,34996,No,Widowed,Yes,64,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,this survery was long,0.0,0.0
58,Male,Secondary,8,No,83421,No,Married,No,18,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",this survery was long,0.0,0.0
49,Male,Secondary,5,No,23375,No,Widowed,No,79,green trees n cleen airr,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,-0.2,-0.4
24,Female,Tertiary,5,No,90109,Yes,Divorced,No,77,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,this survery was long,0.0,-0.4
21,Other,Tertiary,2,Yes,31561,Yes,Widowed,Yes,15,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,-0.4
52,Other,Secondary,4,Yes,22348,No,Married,No,30,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch,0.0,-0.4
30,Female,Primary,8,Yes,45914,No,Widowed,Yes,27,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,i lov my job and coworkers,this survery was long,0.0,0.0
54,Male,Secondary,5,Yes,35506,No,Single,No,68,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
51,Other,Tertiary,9,Yes,11192,Yes,Divorced,Yes,46,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch,0.0,0.0
21,Male,Tertiary,6,No,94781,No,Single,Yes,65,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,0.0,-0.4
26,Other,Tertiary,3,No,53715,No,Single,Yes,48,green trees n cleen airr,war n unestability,got discount witout askin,i lov my job and coworkers,pls fix typos in u r questions,-0.2,0.0
21,Other,Tertiary,3,No,28429,No,Divorced,No,57,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,-0.2,0.0
51,Female,Secondary,3,No,19573,No,Widowed,No,56,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,i lov my job and coworkers,thank u for lettin me say,0.0,-0.4
60,Other,Secondary,10,Yes,23992,Yes,Married,Yes,17,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts,0.0,0.0
60,Female,Primary,9,Yes,90744,Yes,Widowed,Yes,55,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long,0.0,-0.4
51,Female,Tertiary,6,No,44740,Yes,Widowed,No,33,green trees n cleen airr,war n unestability,got discount witout askin,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
47,Female,Tertiary,3,Yes,16536,Yes,Widowed,No,21,i lik the quite and neghbours,no money to save fo future,got discount witout askin,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
24,Female,Secondary,3,No,26112,Yes,Married,No,46,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say,-0.2,0.0
66,Female,Primary,4,Yes,76122,Yes,Married,No,54,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch,0.0,0.0
30,Male,Tertiary,6,No,40143,No,Married,Yes,50,its saf and pecefull,climate chang and job loss,got discount witout askin,just need to suceed,pls fix typos in u r questions,0.0,0.0
54,Male,Secondary,4,Yes,33530,No,Divorced,Yes,36,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long,0.0,0.0
20,Other,Secondary,1,No,28288,Yes,Married,No,59,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,no commnts,-0.2,0.0
18,Male,Secondary,2,No,94686,Yes,Divorced,Yes,53,i lik the quite and neghbours,war n unestability,got discount witout askin,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
60,Male,Tertiary,5,Yes,55006,Yes,Widowed,No,27,its saf and pecefull,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
35,Other,Primary,6,No,91805,No,Single,Yes,54,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,no commnts,0.0,0.0
66,Male,Tertiary,8,Yes,46326,No,Widowed,No,59,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,no commnts,0.0,-0.4
57,Other,Secondary,3,No,67473,Yes,Divorced,No,23,green trees n cleen airr,healthcare getin worse,got discount witout askin,i lov my job and coworkers,this survery was long,-0.2,-0.4
33,Other,Secondary,6,Yes,50742,Yes,Divorced,Yes,19,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,0.0,0.0
46,Female,Secondary,7,Yes,58783,Yes,Single,No,58,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,just need to suceed,no commnts,0.0,0.0
64,Male,Primary,3,Yes,23919,No,Widowed,Yes,15,its saf and pecefull,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",no commnts,0.0,0.0
39,Other,Tertiary,8,No,71199,Yes,Single,Yes,67,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long,0.0,-0.4
46,Male,Primary,9,No,81105,No,Single,Yes,70,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,pls fix typos in u r questions,0.0,0.0
58,Female,Secondary,5,Yes,53580,Yes,Divorced,No,51,its saf and pecefull,war n unestability,i calld support they sloved fast,just need to suceed,this survery was long,0.0,0.0
64,Other,Secondary,5,Yes,73700,Yes,Single,Yes,68,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say,-0.2,0.0
66,Other,Secondary,2,No,98741,No,Divorced,Yes,5,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,"money, and boss apriciashun",no commnts,0.0,-0.4
42,Male,Tertiary,2,Yes,72042,Yes,Married,Yes,44,green trees n cleen airr,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",this survery was long,-0.2,0.0
40,Male,Secondary,1,Yes,97372,No,Divorced,No,40,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
50,Female,Secondary,7,Yes,10587,No,Single,Yes,70,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
19,Other,Tertiary,6,Yes,10735,Yes,Married,No,30,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",good luck with reserch,0.0,0.0
60,Male,Primary,8,No,11649,Yes,Single,No,1,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,this survery was long,-0.2,0.0
61,Female,Tertiary,10,Yes,69249,No,Married,No,13,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say,-0.2,0.0
46,Male,Tertiary,4,No,15678,No,Single,No,41,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,just need to suceed,pls fix typos in u r questions,0.0,0.0
49,Other,Secondary,4,Yes,16855,No,Divorced,No,13,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,just need to suceed,no commnts,0.0,0.0
59,Other,Tertiary,6,Yes,45245,Yes,Divorced,Yes,36,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,just need to suceed,no commnts,-0.2,-0.4
45,Other,Tertiary,8,Yes,45102,Yes,Single,No,55,green trees n cleen airr,war n unestability,great expiriense at restaurent,my kidss and faimly,this survery was long,-0.2,0.0
22,Female,Tertiary,1,No,56433,No,Single,Yes,31,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",no commnts,0.0,0.0
40,Other,Secondary,2,Yes,99498,Yes,Single,Yes,30,i lik the quite and neghbours,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,-0.4
24,Other,Secondary,7,No,76866,No,Single,Yes,79,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,-0.2,0.0
41,Male,Tertiary,5,Yes,54366,No,Widowed,Yes,40,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
33,Female,Tertiary,7,No,54506,No,Divorced,Yes,78,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,-0.4
18,Female,Primary,4,Yes,82108,No,Divorced,Yes,7,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,this survery was long,0.0,0.0
54,Female,Secondary,8,Yes,32620,Yes,Single,No,59,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch,-0.2,0.0
49,Other,Tertiary,10,Yes,42055,Yes,Married,Yes,28,green trees n cleen airr,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long,-0.2,-0.4
37,Female,Secondary,4,Yes,23495,No,Married,Yes,22,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,just need to suceed,no commnts,0.0,-0.4
23,Other,Secondary,8,Yes,64782,Yes,Single,No,78,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
54,Male,Primary,2,Yes,52932,Yes,Single,No,50,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
19,Female,Primary,3,Yes,37867,No,Married,No,53,noice is low and evryone frendly,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
51,Male,Tertiary,6,No,87194,Yes,Widowed,Yes,38,green trees n cleen airr,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,no commnts,-0.2,0.0
26,Female,Primary,9,Yes,10122,Yes,Married,No,52,green trees n cleen airr,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,-0.2,0.0
66,Other,Primary,3,No,58773,Yes,Divorced,No,9,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
18,Other,Tertiary,7,Yes,30368,Yes,Widowed,No,35,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions,-0.2,-0.4
48,Male,Primary,10,Yes,56325,No,Widowed,No,0,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,just need to suceed,good luck with reserch,0.0,-0.4
42,Female,Primary,3,No,48524,Yes,Divorced,Yes,57,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long,0.0,0.0
38,Female,Secondary,9,Yes,10288,Yes,Single,No,14,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,0.0,0.0
55,Male,Primary,7,Yes,19338,Yes,Widowed,No,57,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,no commnts,0.0,0.0
45,Other,Primary,6,No,81224,No,Widowed,No,52,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
20,Female,Secondary,1,Yes,34229,No,Married,Yes,45,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
65,Female,Secondary,5,No,16382,Yes,Single,No,49,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long,-0.2,-0.4
67,Other,Primary,9,Yes,64516,No,Married,Yes,21,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",this survery was long,-0.2,-0.4
46,Other,Secondary,4,No,78798,No,Single,Yes,21,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch,0.0,0.0
62,Other,Primary,6,No,62976,No,Divorced,Yes,43,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,just need to suceed,no commnts,0.0,0.0
36,Female,Primary,9,Yes,75449,No,Widowed,Yes,13,i dnt lik dogs barking but shops close by,war n unestability,i calld support they sloved fast,"goals keep me going, even when tired",no commnts,0.0,0.0
38,Male,Tertiary,10,No,90516,No,Divorced,No,43,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,just need to suceed,thank u for lettin me say,0.0,-0.4
68,Male,Secondary,2,No,63196,Yes,Widowed,No,27,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch,0.0,0.0
52,Other,Tertiary,6,No,28175,Yes,Divorced,Yes,25,noice is low and evryone frendly,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
60,Other,Secondary,8,No,22274,No,Single,Yes,28,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,just need to suceed,this survery was long,0.0,0.0
60,Other,Primary,1,Yes,66837,No,Married,Yes,52,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,just need to suceed,no commnts,0.0,0.0
63,Other,Tertiary,7,No,56534,Yes,Single,Yes,27,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch,0.0,0.0
30,Female,Secondary,3,Yes,10962,No,Single,No,9,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions,-0.2,0.0
40,Other,Tertiary,1,Yes,89660,Yes,Widowed,No,57,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
53,Female,Primary,1,No,32088,Yes,Widowed,No,18,green trees n cleen airr,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch,-0.2,0.0
45,Female,Tertiary,5,Yes,56095,Yes,Married,Yes,53,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
22,Female,Tertiary,8,No,17093,Yes,Single,Yes,70,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
